model,interest_rate,loan_amount,loan_term,run_code,expected_answer,actual_answer,question_number
gpt-5,3,800000,30,True,3372.83,3372.83,1
gpt-5,3,800000,30,True,3372.83,3372.83,1
gpt-5,3,800000,30,True,3372.83,3372.83,1
gpt-5,3,800000,30,True,3372.83,3372.83,1
gpt-5,3,800000,30,False,3372.83,3372.83,1
gpt-5,3,800000,30,False,3372.83,3372.83,1
gpt-5,3,800000,30,False,3372.83,3372.83,1
gpt-5,3,800000,30,False,3372.83,3372.83,1
gpt-5,3,800000,30,False,3372.83,3372.83,1
gpt-5,3,900000,15,True,6215.23,6215.23,1
gpt-5,3,900000,15,True,6215.23,6215.23,1
gpt-5,3,900000,15,True,6215.23,6215.23,1
gpt-5,3,900000,15,True,6215.23,6215.23,1
gpt-5,3,900000,15,True,6215.23,6215.23,1
gpt-5,3,900000,15,False,6215.23,6215.22,1
gpt-5,3,900000,15,False,6215.23,6215.23,1
gpt-5,3,900000,15,False,6215.23,6215.22,1
gpt-5,3,900000,15,False,6215.23,6215.23,1
gpt-5,3,900000,15,False,6215.23,6215.24,1
gpt-5,3,900000,30,True,3794.44,3794.44,1
gpt-5,3,900000,30,True,3794.44,3794.44,1
gpt-5,3,900000,30,True,3794.44,3794.44,1
gpt-5,3,900000,30,True,3794.44,3794.44,1
gpt-5,3,900000,30,True,3794.44,3794.44,1
gpt-5,3,900000,30,False,3794.44,3794.44,1
gpt-5,3,900000,30,False,3794.44,3794.44,1
gpt-5,3,900000,30,False,3794.44,3794.44,1
gpt-5,3,900000,30,False,3794.44,3794.44,1
gpt-5,3,900000,30,False,3794.44,3794.45,1
gpt-5,3,1000000,15,True,6905.82,6905.82,1
gpt-5,3,1000000,15,True,6905.82,6905.82,1
gpt-5,3,1000000,15,True,6905.82,6905.82,1
gpt-5,3,1000000,15,True,6905.82,6905.82,1
gpt-5,3,1000000,15,True,6905.82,6905.82,1
gpt-5,3,1000000,15,False,6905.82,6905.82,1
gpt-5,3,1000000,15,False,6905.82,6905.82,1
gpt-5,3,1000000,15,False,6905.82,6905.82,1
gpt-5,3,1000000,15,False,6905.82,6905.81,1
gpt-5,3,1000000,15,False,6905.82,6905.82,1
gpt-5,3,1000000,30,True,4216.04,4216.04,1
gpt-5,3,1000000,30,True,4216.04,4216.04,1
gpt-5,3,1000000,30,True,4216.04,4216.04,1
gpt-5,3,1000000,30,True,4216.04,4216.04,1
gpt-5,3,1000000,30,True,4216.04,4216.04,1
gpt-5,3,1000000,30,False,4216.04,4216.03,1
gpt-5,3,1000000,30,False,4216.04,4216.04,1
gpt-5,3,1000000,30,False,4216.04,4216.04,1
gpt-5,3,1000000,30,False,4216.04,4216.04,1
gpt-5,3,1000000,30,False,4216.04,4216.04,1
gpt-5,3,1100000,15,True,7596.4,7596.4,1
gpt-5,3,1100000,15,True,7596.4,7596.4,1
gpt-5,3,1100000,15,True,7596.4,7596.4,1
gpt-5,3,1100000,15,True,7596.4,7596.4,1
gpt-5,3,1100000,15,True,7596.4,7596.4,1
gpt-5,3,1100000,15,False,7596.4,7596.4,1
gpt-5,3,1100000,15,False,7596.4,7596.4,1
gpt-5,3,1100000,15,False,7596.4,7596.4,1
gpt-5,3,1100000,15,False,7596.4,7596.4,1
gpt-5,3,1100000,15,False,7596.4,7596.4,1
gpt-5,3,1100000,30,True,4637.64,4637.64,1
gpt-5,3,1100000,30,True,4637.64,4637.64,1
gpt-5,3,1100000,30,True,4637.64,4637.64,1
gpt-5,3,1100000,30,True,4637.64,4637.64,1
gpt-5,3,1100000,30,True,4637.64,4637.64,1
gpt-5,3,1100000,30,False,4637.64,4637.64,1
gpt-5,3,1100000,30,False,4637.64,4637.64,1
gpt-5,3,1100000,30,False,4637.64,4637.64,1
gpt-5,3,1100000,30,False,4637.64,4637.64,1
gpt-5,3,1100000,30,False,4637.64,4637.65,1
gpt-5,3,1200000,15,True,8286.98,8286.98,1
gpt-5,3,1200000,15,True,8286.98,8286.98,1
gpt-5,3,1200000,15,True,8286.98,8286.98,1
gpt-5,3,1200000,15,True,8286.98,8286.98,1
gpt-5,3,1200000,15,True,8286.98,8286.98,1
gpt-5,3,1200000,15,False,8286.98,8286.98,1
gpt-5,3,1200000,15,False,8286.98,8286.96,1
gpt-5,3,1200000,15,False,8286.98,8286.98,1
gpt-5,3,1200000,15,False,8286.98,8286.98,1
gpt-5,3,1200000,15,False,8286.98,8286.98,1
gpt-5,3,1200000,30,True,5059.25,5059.25,1
gpt-5,3,1200000,30,True,5059.25,5059.25,1
gpt-5,3,1200000,30,True,5059.25,5059.25,1
gpt-5,3,1200000,30,True,5059.25,5059.25,1
gpt-5,3,1200000,30,True,5059.25,5059.25,1
gpt-5,3,1200000,30,False,5059.25,5059.25,1
gpt-5,3,1200000,30,False,5059.25,5059.2,1
gpt-5,3,1200000,30,False,5059.25,5059.25,1
gpt-5,3,1200000,30,False,5059.25,5059.25,1
gpt-5,3,1200000,30,False,5059.25,5059.25,1
gpt-5,4,300000,15,True,2219.06,2219.06,1
gpt-5,4,300000,15,True,2219.06,2219.06,1
gpt-5,4,300000,15,True,2219.06,2219.06,1
gpt-5,4,300000,15,True,2219.06,2219.06,1
gpt-5,4,300000,15,True,2219.06,2219.06,1
gpt-5,4,300000,15,False,2219.06,2219.06,1
gpt-5,4,300000,15,False,2219.06,2219.07,1
gpt-5,4,300000,15,False,2219.06,2219.06,1
gpt-5,4,300000,15,False,2219.06,2219.06,1
gpt-5,4,300000,15,False,2219.06,2219.06,1
gpt-5,4,300000,30,True,1432.25,1432.25,1
gpt-5,4,300000,30,True,1432.25,1432.25,1
gpt-5,4,300000,30,True,1432.25,1432.25,1
gpt-5,4,300000,30,True,1432.25,1432.25,1
gpt-5,4,300000,30,True,1432.25,1432.25,1
gpt-5,4,300000,30,False,1432.25,1432.25,1
gpt-5,4,300000,30,False,1432.25,1432.25,1
gpt-5,4,300000,30,False,1432.25,1432.25,1
gpt-5,4,300000,30,False,1432.25,1432.25,1
gpt-5,4,300000,30,False,1432.25,1432.25,1
gpt-5,4,400000,15,True,2958.75,2958.75,1
gpt-5,4,400000,15,True,2958.75,2958.75,1
gpt-5,4,400000,15,True,2958.75,2958.75,1
gpt-5,4,400000,15,True,2958.75,2958.75,1
gpt-5,4,400000,15,True,2958.75,2958.75,1
gpt-5,4,400000,15,False,2958.75,2958.75,1
gpt-5,4,400000,15,False,2958.75,2958.75,1
gpt-5,4,400000,15,False,2958.75,2958.75,1
gpt-5,4,400000,15,False,2958.75,2958.75,1
gpt-5,4,400000,15,False,2958.75,2958.75,1
gpt-5,4,400000,30,True,1909.66,1909.66,1
gpt-5,4,400000,30,True,1909.66,1909.66,1
gpt-5,4,400000,30,True,1909.66,1909.66,1
gpt-5,4,400000,30,True,1909.66,1909.66,1
gpt-5,4,400000,30,True,1909.66,1909.66,1
gpt-5,4,400000,30,False,1909.66,1909.66,1
gpt-5,4,400000,30,False,1909.66,1909.66,1
gpt-5,4,400000,30,False,1909.66,1909.66,1
gpt-5,4,400000,30,False,1909.66,1909.66,1
gpt-5,4,400000,30,False,1909.66,1909.66,1
gpt-5,4,500000,15,True,3698.44,3698.44,1
gpt-5,4,500000,15,True,3698.44,3698.44,1
gpt-5,4,500000,15,True,3698.44,3698.44,1
gpt-5,4,500000,15,True,3698.44,3698.44,1
gpt-5,4,500000,15,True,3698.44,3698.44,1
gpt-5,4,500000,15,False,3698.44,3698.44,1
gpt-5,4,500000,15,False,3698.44,3698.44,1
gpt-5,4,500000,15,False,3698.44,3698.44,1
gpt-5,4,500000,15,False,3698.44,3698.44,1
gpt-5,4,500000,15,False,3698.44,3698.44,1
gpt-5,4,500000,30,True,2387.08,2387.08,1
gpt-5,4,500000,30,True,2387.08,2387.08,1
gpt-5,4,500000,30,True,2387.08,2387.08,1
gpt-5,4,500000,30,True,2387.08,2387.08,1
gpt-5,4,500000,30,True,2387.08,2387.08,1
gpt-5,4,500000,30,False,2387.08,2387.08,1
gpt-5,4,500000,30,False,2387.08,2387.07,1
gpt-5,4,500000,30,False,2387.08,2387.08,1
gpt-5,4,500000,30,False,2387.08,2387.08,1
gpt-5,4,500000,30,False,2387.08,2387.08,1
gpt-5,4,600000,15,True,4438.13,4438.13,1
gpt-5,4,600000,15,True,4438.13,4438.13,1
gpt-5,4,600000,15,True,4438.13,4438.13,1
gpt-5,4,600000,15,True,4438.13,4438.13,1
gpt-5,4,600000,15,True,4438.13,4438.13,1
gpt-5,4,600000,15,False,4438.13,4438.13,1
gpt-5,4,600000,15,False,4438.13,4438.13,1
gpt-5,4,600000,15,False,4438.13,4438.13,1
gpt-5,4,600000,15,False,4438.13,4438.13,1
gpt-5,4,600000,15,False,4438.13,4438.13,1
gpt-5,4,600000,30,True,2864.49,2864.49,1
gpt-5,4,600000,30,True,2864.49,2864.49,1
gpt-5,4,600000,30,True,2864.49,2864.49,1
gpt-5,4,600000,30,True,2864.49,2864.49,1
gpt-5,4,600000,30,True,2864.49,2864.49,1
gpt-5,4,600000,30,False,2864.49,2864.49,1
gpt-5,4,600000,30,False,2864.49,2864.49,1
gpt-5,4,600000,30,False,2864.49,2864.49,1
gpt-5,4,600000,30,False,2864.49,2864.49,1
gpt-5,4,600000,30,False,2864.49,2864.49,1
gpt-5,4,700000,15,True,5177.82,5177.82,1
gpt-5,4,700000,15,True,5177.82,5177.82,1
gpt-5,4,700000,15,True,5177.82,5177.82,1
gpt-5,4,700000,15,True,5177.82,5177.82,1
gpt-5,4,700000,15,True,5177.82,5177.82,1
gpt-5,4,700000,15,False,5177.82,5177.82,1
gpt-5,4,700000,15,False,5177.82,5177.82,1
gpt-5,4,700000,15,False,5177.82,5177.82,1
gpt-5,4,700000,15,False,5177.82,5177.82,1
gpt-5,4,700000,15,False,5177.82,5177.82,1
gpt-5,4,700000,30,True,3341.91,3341.91,1
gpt-5,4,700000,30,True,3341.91,3341.91,1
gpt-5,4,700000,30,True,3341.91,3341.91,1
gpt-5,4,700000,30,True,3341.91,3341.91,1
gpt-5,4,700000,30,True,3341.91,3341.91,1
gpt-5,4,700000,30,False,3341.91,3341.91,1
gpt-5,4,700000,30,False,3341.91,3341.91,1
gpt-5,4,700000,30,False,3341.91,3341.91,1
gpt-5,4,700000,30,False,3341.91,3341.91,1
gpt-5,4,700000,30,False,3341.91,3341.91,1
gpt-5,4,800000,15,True,5917.5,5917.5,1
gpt-5,4,800000,15,True,5917.5,5917.5,1
gpt-5,4,800000,15,True,5917.5,5917.5,1
gpt-5,4,800000,15,True,5917.5,5917.5,1
gpt-5,4,800000,15,True,5917.5,5917.5,1
gpt-5,4,800000,15,False,5917.5,5917.51,1
gpt-5,4,800000,15,False,5917.5,5917.5,1
gpt-5,4,800000,15,False,5917.5,5917.5,1
gpt-5,4,800000,15,False,5917.5,5917.5,1
gpt-5,4,800000,15,False,5917.5,5917.49,1
gpt-5,4,800000,30,True,3819.32,3819.32,1
gpt-5,4,800000,30,True,3819.32,3819.32,1
gpt-5,4,800000,30,True,3819.32,3819.32,1
gpt-5,4,800000,30,True,3819.32,3819.32,1
gpt-5,4,800000,30,True,3819.32,3819.32,1
gpt-5,4,800000,30,False,3819.32,3819.32,1
gpt-5,4,800000,30,False,3819.32,3819.32,1
gpt-5,4,800000,30,False,3819.32,3819.32,1
gpt-5,4,800000,30,False,3819.32,3819.32,1
gpt-5,4,800000,30,False,3819.32,3819.32,1
gpt-5,4,900000,15,True,6657.19,6657.19,1
gpt-5,4,900000,15,True,6657.19,6657.19,1
gpt-5,4,900000,15,True,6657.19,6657.19,1
gpt-5,4,900000,15,True,6657.19,6657.19,1
gpt-5,4,900000,15,True,6657.19,6657.19,1
gpt-5,4,900000,15,False,6657.19,6657.19,1
gpt-5,4,900000,15,False,6657.19,6657.19,1
gpt-5,4,900000,15,False,6657.19,6657.19,1
gpt-5,4,900000,15,False,6657.19,6657.19,1
gpt-5,4,900000,15,False,6657.19,6657.19,1
gpt-5,4,900000,30,True,4296.74,4296.74,1
gpt-5,4,900000,30,True,4296.74,4296.74,1
gpt-5,4,900000,30,True,4296.74,4296.74,1
gpt-5,4,900000,30,True,4296.74,4296.74,1
gpt-5,4,900000,30,True,4296.74,4296.74,1
gpt-5,4,900000,30,False,4296.74,4296.74,1
gpt-5,4,900000,30,False,4296.74,4296.74,1
gpt-5,4,900000,30,False,4296.74,4296.74,1
gpt-5,4,900000,30,False,4296.74,4296.74,1
gpt-5,4,900000,30,False,4296.74,4296.74,1
gpt-5,4,1000000,15,True,7396.88,7396.88,1
gpt-5,4,1000000,15,True,7396.88,7396.88,1
gpt-5,4,1000000,15,True,7396.88,7396.88,1
gpt-5,4,1000000,15,True,7396.88,7396.88,1
gpt-5,4,1000000,15,True,7396.88,7396.88,1
gpt-5,4,1000000,15,False,7396.88,7396.88,1
gpt-5,4,1000000,15,False,7396.88,7396.88,1
gpt-5,4,1000000,15,False,7396.88,7396.88,1
gpt-5,4,1000000,15,False,7396.88,7396.88,1
gpt-5,4,1000000,15,False,7396.88,7396.88,1
gpt-5,4,1000000,30,True,4774.15,4774.15,1
gpt-5,4,1000000,30,True,4774.15,4774.15,1
gpt-5,4,1000000,30,True,4774.15,4774.15,1
gpt-5,4,1000000,30,True,4774.15,4774.15,1
gpt-5,4,1000000,30,True,4774.15,4774.15,1
gpt-5,4,1000000,30,False,4774.15,4774.15,1
gpt-5,4,1000000,30,False,4774.15,4774.15,1
gpt-5,4,1000000,30,False,4774.15,4774.15,1
gpt-5,4,1000000,30,False,4774.15,4774.15,1
gpt-5,4,1000000,30,False,4774.15,4774.15,1
gpt-5,4,1100000,15,True,8136.57,8136.57,1
gpt-5,4,1100000,15,True,8136.57,8136.57,1
gpt-5,4,1100000,15,True,8136.57,8136.57,1
gpt-5,4,1100000,15,True,8136.57,8136.57,1
gpt-5,4,1100000,15,True,8136.57,8136.57,1
gpt-5,4,1100000,15,False,8136.57,8136.59,1
gpt-5,4,1100000,15,False,8136.57,8136.57,1
gpt-5,4,1100000,15,False,8136.57,8136.57,1
gpt-5,4,1100000,15,False,8136.57,8136.57,1
gpt-5,4,1100000,15,False,8136.57,8136.57,1
gpt-5,4,1100000,30,True,5251.57,5251.57,1
gpt-5,4,1100000,30,True,5251.57,5251.57,1
gpt-5,4,1100000,30,True,5251.57,5251.57,1
gpt-5,4,1100000,30,True,5251.57,5251.57,1
gpt-5,4,1100000,30,True,5251.57,5251.57,1
gpt-5,4,1100000,30,False,5251.57,5251.57,1
gpt-5,4,1100000,30,False,5251.57,5251.57,1
gpt-5,4,1100000,30,False,5251.57,5251.57,1
gpt-5,4,1100000,30,False,5251.57,5251.57,1
gpt-5,4,1100000,30,False,5251.57,5251.57,1
gpt-5,4,1200000,15,True,8876.26,8876.26,1
gpt-5,4,1200000,15,True,8876.26,8876.26,1
gpt-5,4,1200000,15,True,8876.26,8876.26,1
gpt-5,4,1200000,15,True,8876.26,8876.26,1
gpt-5,4,1200000,15,True,8876.26,8876.26,1
gpt-5,4,1200000,15,False,8876.26,8876.25,1
gpt-5,4,1200000,15,False,8876.26,8876.26,1
gpt-5,4,1200000,15,False,8876.26,8876.26,1
gpt-5,4,1200000,15,False,8876.26,8876.26,1
gpt-5,4,1200000,15,False,8876.26,8876.26,1
gpt-5,4,1200000,30,True,5728.98,5728.98,1
gpt-5,4,1200000,30,True,5728.98,5728.98,1
gpt-5,4,1200000,30,True,5728.98,5728.98,1
gpt-5,4,1200000,30,True,5728.98,5728.98,1
gpt-5,4,1200000,30,True,5728.98,5728.98,1
gpt-5,4,1200000,30,False,5728.98,5728.98,1
gpt-5,4,1200000,30,False,5728.98,5728.98,1
gpt-5,4,1200000,30,False,5728.98,5728.98,1
gpt-5,4,1200000,30,False,5728.98,5728.98,1
gpt-5,4,1200000,30,False,5728.98,5728.98,1
gpt-5,5,300000,15,True,2372.38,2372.38,1
gpt-5,5,300000,15,True,2372.38,2372.38,1
gpt-5,5,300000,15,True,2372.38,2372.38,1
gpt-5,5,300000,15,True,2372.38,2372.38,1
gpt-5,5,300000,15,True,2372.38,2372.38,1
gpt-5,5,300000,15,False,2372.38,2372.38,1
gpt-5,5,300000,15,False,2372.38,2372.38,1
gpt-5,5,300000,15,False,2372.38,2372.38,1
gpt-5,5,300000,15,False,2372.38,2372.38,1
gpt-5,5,300000,15,False,2372.38,2372.38,1
gpt-5,5,300000,30,True,1610.46,1610.46,1
gpt-5,5,300000,30,True,1610.46,1610.46,1
gpt-5,5,300000,30,True,1610.46,1610.46,1
gpt-5,5,300000,30,True,1610.46,1610.46,1
gpt-5,5,300000,30,True,1610.46,1610.46,1
gpt-5,5,300000,30,False,1610.46,1610.46,1
gpt-5,5,300000,30,False,1610.46,1610.46,1
gpt-5,5,300000,30,False,1610.46,1610.46,1
gpt-5,5,300000,30,False,1610.46,1610.46,1
gpt-5,5,300000,30,False,1610.46,1610.46,1
gpt-5,5,400000,15,True,3163.17,3163.17,1
gpt-5,5,400000,15,True,3163.17,3163.17,1
gpt-5,5,400000,15,True,3163.17,3163.17,1
gpt-5,5,400000,15,True,3163.17,3163.17,1
gpt-5,5,400000,15,True,3163.17,3163.17,1
gpt-5,5,400000,15,False,3163.17,3163.17,1
gpt-5,5,400000,15,False,3163.17,3163.17,1
gpt-5,5,400000,15,False,3163.17,3163.17,1
gpt-5,5,400000,15,False,3163.17,3163.18,1
gpt-5,5,400000,15,False,3163.17,3163.17,1
gpt-5,5,400000,30,True,2147.29,2147.29,1
gpt-5,5,400000,30,True,2147.29,2147.29,1
gpt-5,5,400000,30,True,2147.29,2147.29,1
gpt-5,5,400000,30,True,2147.29,2147.29,1
gpt-5,5,400000,30,True,2147.29,2147.29,1
gpt-5,5,400000,30,False,2147.29,2147.29,1
gpt-5,5,400000,30,False,2147.29,2147.29,1
gpt-5,5,400000,30,False,2147.29,2147.29,1
gpt-5,5,400000,30,False,2147.29,2147.29,1
gpt-5,5,400000,30,False,2147.29,2147.29,1
gpt-5,5,500000,15,True,3953.97,3953.97,1
gpt-5,5,500000,15,True,3953.97,3953.97,1
gpt-5,5,500000,15,True,3953.97,3953.97,1
gpt-5,5,500000,15,True,3953.97,3953.97,1
gpt-5,5,500000,15,True,3953.97,3953.97,1
gpt-5,5,500000,15,False,3953.97,3953.97,1
gpt-5,5,500000,15,False,3953.97,3953.97,1
gpt-5,5,500000,15,False,3953.97,3953.97,1
gpt-5,5,500000,15,False,3953.97,3953.97,1
gpt-5,5,500000,15,False,3953.97,3953.97,1
gpt-5,5,500000,30,True,2684.11,2684.11,1
gpt-5,5,500000,30,True,2684.11,2684.11,1
gpt-5,5,500000,30,True,2684.11,2684.11,1
gpt-5,5,500000,30,True,2684.11,2684.11,1
gpt-5,5,500000,30,True,2684.11,2684.11,1
gpt-5,5,500000,30,False,2684.11,2684.11,1
gpt-5,5,500000,30,False,2684.11,2684.11,1
gpt-5,5,500000,30,False,2684.11,2684.11,1
gpt-5,5,500000,30,False,2684.11,2684.11,1
gpt-5,5,500000,30,False,2684.11,2684.11,1
gpt-5,5,600000,15,True,4744.76,4744.76,1
gpt-5,5,600000,15,True,4744.76,4744.76,1
gpt-5,5,600000,15,True,4744.76,4744.76,1
gpt-5,5,600000,15,True,4744.76,4744.76,1
gpt-5,5,600000,15,True,4744.76,4744.76,1
gpt-5,5,600000,15,False,4744.76,4744.76,1
gpt-5,5,600000,15,False,4744.76,4744.76,1
gpt-5,5,600000,15,False,4744.76,4744.76,1
gpt-5,5,600000,15,False,4744.76,4744.76,1
gpt-5,5,600000,15,False,4744.76,4744.76,1
gpt-5,5,600000,30,True,3220.93,3220.93,1
gpt-5,5,600000,30,True,3220.93,3220.93,1
gpt-5,5,600000,30,True,3220.93,3220.93,1
gpt-5,5,600000,30,True,3220.93,3220.93,1
gpt-5,5,600000,30,True,3220.93,3220.93,1
gpt-5,5,600000,30,False,3220.93,3220.93,1
gpt-5,5,600000,30,False,3220.93,3220.93,1
gpt-5,5,600000,30,False,3220.93,3220.93,1
gpt-5,5,600000,30,False,3220.93,3220.93,1
gpt-5,5,600000,30,False,3220.93,3220.93,1
gpt-5,5,700000,15,True,5535.56,5535.56,1
gpt-5,5,700000,15,True,5535.56,5535.56,1
gpt-5,5,700000,15,True,5535.56,5535.56,1
gpt-5,5,700000,15,True,5535.56,5535.56,1
gpt-5,5,700000,15,True,5535.56,5535.56,1
gpt-5,5,700000,15,False,5535.56,5535.55,1
gpt-5,5,700000,15,False,5535.56,5535.56,1
gpt-5,5,700000,15,False,5535.56,5535.56,1
gpt-5,5,700000,15,False,5535.56,5535.56,1
gpt-5,5,700000,15,False,5535.56,5535.56,1
gpt-5,5,700000,30,True,3757.75,3757.75,1
gpt-5,5,700000,30,True,3757.75,3757.75,1
gpt-5,5,700000,30,True,3757.75,3757.75,1
gpt-5,5,700000,30,True,3757.75,3757.75,1
gpt-5,5,700000,30,True,3757.75,3757.75,1
gpt-5,5,700000,30,False,3757.75,3757.75,1
gpt-5,5,700000,30,False,3757.75,3757.75,1
gpt-5,5,700000,30,False,3757.75,3757.75,1
gpt-5,5,700000,30,False,3757.75,3757.75,1
gpt-5,5,700000,30,False,3757.75,3757.75,1
gpt-5,5,800000,15,True,6326.35,6326.35,1
gpt-5,5,800000,15,True,6326.35,6326.35,1
gpt-5,5,800000,15,True,6326.35,6326.35,1
gpt-5,5,800000,15,True,6326.35,6326.35,1
gpt-5,5,800000,15,True,6326.35,6326.35,1
gpt-5,5,800000,15,False,6326.35,6326.35,1
gpt-5,5,800000,15,False,6326.35,6326.35,1
gpt-5,5,800000,15,False,6326.35,6326.38,1
gpt-5,5,800000,15,False,6326.35,6326.35,1
gpt-5,5,800000,15,False,6326.35,6326.35,1
gpt-5,5,800000,30,True,4294.57,4294.57,1
gpt-5,5,800000,30,True,4294.57,4294.57,1
gpt-5,5,800000,30,True,4294.57,4294.57,1
gpt-5,5,800000,30,True,4294.57,4294.57,1
gpt-5,5,800000,30,True,4294.57,4294.57,1
gpt-5,5,800000,30,False,4294.57,4294.57,1
gpt-5,5,800000,30,False,4294.57,4294.57,1
gpt-5,5,800000,30,False,4294.57,4294.57,1
gpt-5,5,800000,30,False,4294.57,4294.57,1
gpt-5,5,800000,30,False,4294.57,4294.57,1
gpt-5,5,900000,15,True,7117.14,7117.14,1
gpt-5,5,900000,15,True,7117.14,7117.14,1
gpt-5,5,900000,15,True,7117.14,7117.14,1
gpt-5,5,900000,15,True,7117.14,7117.14,1
gpt-5,5,900000,15,True,7117.14,7117.14,1
gpt-5,5,900000,15,False,7117.14,7117.14,1
gpt-5,5,900000,15,False,7117.14,7117.14,1
gpt-5,5,900000,15,False,7117.14,7117.14,1
gpt-5,5,900000,15,False,7117.14,7117.14,1
gpt-5,5,900000,15,False,7117.14,7117.14,1
gpt-5,5,900000,30,True,4831.39,4831.39,1
gpt-5,5,900000,30,True,4831.39,4831.39,1
gpt-5,5,900000,30,True,4831.39,4831.39,1
gpt-5,5,900000,30,True,4831.39,4831.39,1
gpt-5,5,900000,30,True,4831.39,4831.39,1
gpt-5,5,900000,30,False,4831.39,4831.39,1
gpt-5,5,900000,30,False,4831.39,4831.39,1
gpt-5,5,900000,30,False,4831.39,4831.39,1
gpt-5,5,900000,30,False,4831.39,4831.39,1
gpt-5,5,900000,30,False,4831.39,4831.39,1
gpt-5,5,1000000,15,True,7907.94,7907.94,1
gpt-5,5,1000000,15,True,7907.94,7907.94,1
gpt-5,5,1000000,15,True,7907.94,7907.94,1
gpt-5,5,1000000,15,True,7907.94,7907.94,1
gpt-5,5,1000000,15,True,7907.94,7907.94,1
gpt-5,5,1000000,15,False,7907.94,7907.94,1
gpt-5,5,1000000,15,False,7907.94,7907.94,1
gpt-5,5,1000000,15,False,7907.94,7907.94,1
gpt-5,5,1000000,15,False,7907.94,7907.94,1
gpt-5,5,1000000,15,False,7907.94,7907.94,1
gpt-5,5,1000000,30,True,5368.22,5368.22,1
gpt-5,5,1000000,30,True,5368.22,5368.22,1
gpt-5,5,1000000,30,True,5368.22,5368.22,1
gpt-5,5,1000000,30,True,5368.22,5368.22,1
gpt-5,5,1000000,30,True,5368.22,5368.22,1
gpt-5,5,1000000,30,False,5368.22,5368.22,1
gpt-5,5,1000000,30,False,5368.22,5368.22,1
gpt-5,5,1000000,30,False,5368.22,5368.22,1
gpt-5,5,1000000,30,False,5368.22,5368.22,1
gpt-5,5,1000000,30,False,5368.22,5368.22,1
gpt-5,5,1100000,15,True,8698.73,8698.73,1
gpt-5,5,1100000,15,True,8698.73,8698.73,1
gpt-5,5,1100000,15,True,8698.73,8698.73,1
gpt-5,5,1100000,15,True,8698.73,8698.73,1
gpt-5,5,1100000,15,True,8698.73,8698.73,1
gpt-5,5,1100000,15,False,8698.73,8698.73,1
gpt-5,5,1100000,15,False,8698.73,8698.74,1
gpt-5,5,1100000,15,False,8698.73,8698.71,1
gpt-5,5,1100000,15,False,8698.73,8698.73,1
gpt-5,5,1100000,15,False,8698.73,8698.73,1
gpt-5,5,1100000,30,True,5905.04,5905.04,1
gpt-5,5,1100000,30,True,5905.04,5905.04,1
gpt-5,5,1100000,30,True,5905.04,5905.04,1
gpt-5,5,1100000,30,True,5905.04,5905.04,1
gpt-5,5,1100000,30,True,5905.04,5905.04,1
gpt-5,5,1100000,30,False,5905.04,5905.04,1
gpt-5,5,1100000,30,False,5905.04,5905.04,1
gpt-5,5,1100000,30,False,5905.04,5905.04,1
gpt-5,5,1100000,30,False,5905.04,5905.04,1
gpt-5,5,1100000,30,False,5905.04,5905.04,1
gpt-5,5,1200000,15,True,9489.52,9489.52,1
gpt-5,5,1200000,15,True,9489.52,9489.52,1
gpt-5,5,1200000,15,True,9489.52,9489.52,1
gpt-5,5,1200000,15,True,9489.52,9489.52,1
gpt-5,5,1200000,15,True,9489.52,9489.52,1
gpt-5,5,1200000,15,False,9489.52,9489.52,1
gpt-5,5,1200000,15,False,9489.52,9489.52,1
gpt-5,5,1200000,15,False,9489.52,9489.52,1
gpt-5,5,1200000,15,False,9489.52,9489.52,1
gpt-5,5,1200000,15,False,9489.52,9489.52,1
gpt-5,5,1200000,30,True,6441.86,6441.86,1
gpt-5,5,1200000,30,True,6441.86,6441.86,1
gpt-5,5,1200000,30,True,6441.86,6441.86,1
gpt-5,5,1200000,30,True,6441.86,6441.86,1
gpt-5,5,1200000,30,True,6441.86,6441.86,1
gpt-5,5,1200000,30,False,6441.86,6441.86,1
gpt-5,5,1200000,30,False,6441.86,6441.87,1
gpt-5,5,1200000,30,False,6441.86,6441.86,1
gpt-5,5,1200000,30,False,6441.86,6441.86,1
gpt-5,5,1200000,30,False,6441.86,6441.86,1
gpt-5,6,300000,15,True,2531.57,2531.57,1
gpt-5,6,300000,15,True,2531.57,2531.57,1
gpt-5,6,300000,15,True,2531.57,2531.57,1
gpt-5,6,300000,15,True,2531.57,2531.57,1
gpt-5,6,300000,15,True,2531.57,2531.57,1
gpt-5,6,300000,15,False,2531.57,2531.57,1
gpt-5,6,300000,15,False,2531.57,2531.58,1
gpt-5,6,300000,15,False,2531.57,2531.57,1
gpt-5,6,300000,15,False,2531.57,2531.57,1
gpt-5,6,300000,15,False,2531.57,2531.57,1
gpt-5,6,300000,30,True,1798.65,1798.65,1
gpt-5,6,300000,30,True,1798.65,1798.65,1
gpt-5,6,300000,30,True,1798.65,1798.65,1
gpt-5,6,300000,30,True,1798.65,1798.65,1
gpt-5,6,300000,30,True,1798.65,1798.65,1
gpt-5,6,300000,30,False,1798.65,1798.65,1
gpt-5,6,300000,30,False,1798.65,1798.65,1
gpt-5,6,300000,30,False,1798.65,1798.65,1
gpt-5,6,300000,30,False,1798.65,1798.65,1
gpt-5,6,300000,30,False,1798.65,1798.65,1
gpt-5,6,400000,15,True,3375.43,3375.43,1
